name,value,year,lastValue,rank
BRITISH VIRGIN,-2415,2018.12,-1173,1
NETHERLANDS,16419,2018.12,-26629,1
CANADA,527965,2018.12,49655,1
BRAZIL,5884,2018.12,-7907,1
FRANCE,-46689,2018.12,-15332,1
CHINA,544331,2018.12,459935,1
SWITZERLAND,78120,2018.12,36484,1
UNITED STATES,1817141,2018.12,2749989,1
ITALY,-43622,2018.12,19099,1
CANADA,746711,2018.12,70227,1
BERMUDA,-20994,2018.12,16161,1
FRANCE,-66033,2018.12,-21685,1
MACAU,33683,2018.12,15399,1
BRITAIN,28537,2018.12,20541,1
GERMANY,1004,2018.12,-1165,1
JAPAN,85563,2018.12,78772,1
SWITZERLAND,110486,2018.12,51600,1
CHINA,769858,2018.12,650495,1
BRAZIL,8322,2018.12,-11183,1
BRITISH VIRGIN,-3416,2018.12,-1659,1
NETHERLANDS,23222,2018.12,-37661,1
GERMANY,-128,2018.12,710,1
MACAU,17161,2018.12,23816,1
BRAZIL,-9589,2018.12,5884,1
BRITAIN,48191,2018.12,20177,1
CANADA,9188,2018.12,527965,1
CHINA,327627,2018.12,544331,1
UNITED STATES,1930715,2018.12,1284817,1
ITALY,-16986,2018.12,-30843,1
SWITZERLAND,10851,2018.12,78120,1
FRANCE,-26615,2018.12,-46689,1
BERMUDA,3296,2018.12,-14844,1
BRITISH VIRGIN,1880,2018.12,-2415,1
NETHERLANDS,-23973,2018.12,16419,1
JAPAN,43704,2018.12,60497,1
SWITZERLAND,15347,2018.12,110486,1
GERMANY,-182,2018.12,1004,1
NETHERLANDS,-33906,2018.12,23222,1
BRITISH VIRGIN,2659,2018.12,-3416,1
ITALY,-24023,2018.12,-43622,1
BRAZIL,-13561,2018.12,8322,1
BERMUDA,4662,2018.12,-20994,1
UNITED STATES,2730646,2018.12,1817141,1
BRITAIN,68158,2018.12,28537,1
CANADA,12995,2018.12,746711,1
CHINA,463369,2018.12,769858,1
FRANCE,-37642,2018.12,-66033,1
MACAU,24271,2018.12,33683,1
JAPAN,61811,2018.12,85563,1
BERMUDA,0,2018.12,3296,1
FRANCE,-38588,2018.12,-26615,1
SWITZERLAND,3441,2018.12,10851,1
CHINA,242942,2018.12,327627,1
CANADA,77712,2018.12,9188,1
BRITAIN,48475,2018.12,48191,1
ITALY,-31646,2018.12,-16986,1
BRAZIL,-3648,2018.12,-9589,1
MACAU,16858,2018.12,17161,1
JAPAN,39494,2018.12,43704,1
GERMANY,0,2018.12,-128,1
NETHERLANDS,-7995,2018.12,-23973,1
UNITED STATES,1948400,2018.12,1930715,1
BRITISH VIRGIN,-974,2018.12,1880,1
BRITISH VIRGIN,-1377,2018.12,2659,1
GERMANY,0,2018.12,-182,1
FRANCE,-54576,2018.12,-37642,1
CANADA,109910,2018.12,12995,1
BRITAIN,68558,2018.12,68158,1
ITALY,-44758,2018.12,-24023,1
BERMUDA,0,2018.12,4662,1
UNITED STATES,2755659,2018.12,2730646,1
SWITZERLAND,4866,2018.12,15347,1
NETHERLANDS,-11308,2018.12,-33906,1
BRAZIL,-5160,2018.12,-13561,1
CHINA,343598,2018.12,463369,1
JAPAN,55858,2018.12,61811,1
MACAU,23842,2018.12,24271,1
ITALY,-25798,2018.12,-31646,1
CHINA,111952,2018.12,242942,1
UNITED STATES,1999079,2018.12,1948400,1
BRAZIL,-3900,2018.12,-3648,1
BRITISH VIRGIN,2068,2018.12,-974,1
BERMUDA,0,2018.12,0,1
MACAU,14227,2018.12,16858,1
JAPAN,35545,2018.12,39494,1
FRANCE,-34506,2018.12,-38588,1
SWITZERLAND,-4346,2018.12,3441,1
CANADA,-1190,2018.12,77712,1
BRITAIN,60990,2018.12,48475,1
ITALY,-36486,2018.12,-44758,1
BRITAIN,86259,2018.12,68558,1
BRITISH VIRGIN,2925,2018.12,-1377,1
BERMUDA,0,2018.12,0,1
CHINA,158336,2018.12,343598,1
UNITED STATES,2827335,2018.12,2755659,1
MACAU,20121,2018.12,23842,1
BRAZIL,-5516,2018.12,-5160,1
JAPAN,50272,2018.12,55858,1
FRANCE,-48802,2018.12,-54576,1
SWITZERLAND,-6146,2018.12,4866,1
CANADA,-1684,2018.12,109910,1
MACAU,6701,2018.12,14227,1
JAPAN,23822,2018.12,35545,1
BRITAIN,55632,2018.12,60990,1
BRAZIL,-9486,2018.12,-3900,1
CANADA,-201959,2018.12,-1190,1
ITALY,-8197,2018.12,-25798,1
FRANCE,-11048,2018.12,-34506,1
SWITZERLAND,-17626,2018.12,-4346,1
UNITED STATES,2466392,2018.12,1999079,1
CHINA,-85593,2018.12,111952,1
BERMUDA,0,2018.12,0,1
BRITISH VIRGIN,5882,2018.12,2068,1
MACAU,9477,2018.12,20121,1
BERMUDA,0,2018.12,0,1
BRITISH VIRGIN,8319,2018.12,2925,1
UNITED STATES,3488265,2018.12,2827335,1
FRANCE,-15626,2018.12,-48802,1
CANADA,-285634,2018.12,-1684,1
ITALY,-11593,2018.12,-36486,1
SWITZERLAND,-24929,2018.12,-6146,1
BRAZIL,-13416,2018.12,-5516,1
CHINA,-121055,2018.12,158336,1
JAPAN,33691,2018.12,50272,1
BRITAIN,78682,2018.12,86259,1
BRITISH VIRGIN,-2837,2018.12,5882,1
CANADA,656636,2018.12,-201959,1
BRAZIL,21506,2018.12,-9486,1
UNITED STATES,1113714,2018.12,2466392,1
BERMUDA,0,2018.12,0,1
FRANCE,-60078,2018.12,-11048,1
ITALY,-52602,2018.12,-8197,1
SWITZERLAND,72582,2018.12,-17626,1
CHINA,979440,2018.12,-85593,1
BRITAIN,61773,2018.12,55632,1
MACAU,27337,2018.12,6701,1
JAPAN,62895,2018.12,23822,1
BRAZIL,30416,2018.12,-13416,1
MACAU,38664,2018.12,9477,1
CANADA,928693,2018.12,-285634,1
BRITAIN,87367,2018.12,78682,1
SWITZERLAND,102655,2018.12,-24929,1
CHINA,1385241,2018.12,-121055,1
ITALY,-74397,2018.12,-11593,1
UNITED STATES,1575146,2018.12,3488265,1
BERMUDA,0,2018.12,0,1
FRANCE,-84969,2018.12,-15626,1
JAPAN,88953,2018.12,33691,1
BRITISH VIRGIN,-4013,2018.12,8319,1
BRAZIL,18477,2018.12,21506,1
ITALY,-50964,2018.12,-52602,1
BERMUDA,0,2018.12,0,1
FRANCE,-59061,2018.12,-60078,1
BRITAIN,63062,2018.12,61773,1
MACAU,26771,2018.12,27337,1
BRITISH VIRGIN,-12372,2018.12,-2837,1
JAPAN,58048,2018.12,62895,1
CANADA,614679,2018.12,656636,1
GERMANY,-7152,2018.12,0,1
UNITED STATES,955722,2018.12,1113714,1
CHINA,815067,2018.12,979440,1
SWITZERLAND,63602,2018.12,72582,1
JAPAN,82098,2018.12,88953,1
MACAU,37862,2018.12,38664,1
GERMANY,-10116,2018.12,0,1
BRITISH VIRGIN,-17499,2018.12,-4013,1
ITALY,-72080,2018.12,-74397,1
CANADA,869352,2018.12,928693,1
CHINA,1152764,2018.12,1385241,1
SWITZERLAND,89954,2018.12,102655,1
BRAZIL,26132,2018.12,30416,1
FRANCE,-83531,2018.12,-84969,1
BRITAIN,89190,2018.12,87367,1
BERMUDA,0,2018.12,0,1
UNITED STATES,1351696,2018.12,1575146,1
MACAU,24753,2018.12,26771,1
BRITISH VIRGIN,-26533,2018.12,-12372,1
FRANCE,-69813,2018.12,-59061,1
SWITZERLAND,57965,2018.12,63602,1
CANADA,524362,2018.12,614679,1
BRAZIL,10540,2018.12,18477,1
UNITED STATES,1045173,2018.12,955722,1
CHINA,626182,2018.12,815067,1
GERMANY,-7675,2018.12,-7152,1
BRITAIN,89697,2018.12,63062,1
BERMUDA,0,2018.12,0,1
ITALY,-68801,2018.12,-50964,1
JAPAN,58750,2018.12,58048,1
GERMANY,-10855,2018.12,-10116,1
BRITAIN,126860,2018.12,89190,1
JAPAN,83091,2018.12,82098,1
MACAU,35008,2018.12,37862,1
BRAZIL,14907,2018.12,26132,1
BRITISH VIRGIN,-37526,2018.12,-17499,1
CANADA,741615,2018.12,869352,1
FRANCE,-98738,2018.12,-83531,1
UNITED STATES,1478208,2018.12,1351696,1
SWITZERLAND,81981,2018.12,89954,1
CHINA,885620,2018.12,1152764,1
ITALY,-97306,2018.12,-72080,1
BERMUDA,0,2018.12,0,1
FRANCE,-72910,2018.12,-69813,1
SWITZERLAND,62517,2018.12,57965,1
JAPAN,60226,2018.12,58750,1
BRITISH VIRGIN,-23807,2018.12,-26533,1
UNITED STATES,1012414,2018.12,1045173,1
CANADA,525758,2018.12,524362,1
GERMANY,-6388,2018.12,-7675,1
MACAU,24691,2018.12,24753,1
CHINA,515196,2018.12,626182,1
ITALY,-65915,2018.12,-68801,1
BRITAIN,82385,2018.12,89697,1
BRAZIL,5409,2018.12,10540,1
BERMUDA,0,2018.12,0,1
ITALY,-93225,2018.12,-97306,1
BRITISH VIRGIN,-33670,2018.12,-37526,1
MACAU,34921,2018.12,35008,1
BRAZIL,7650,2018.12,14907,1
BERMUDA,0,2018.12,0,1
JAPAN,85179,2018.12,83091,1
FRANCE,-103118,2018.12,-98738,1
CHINA,728651,2018.12,885620,1
SWITZERLAND,88419,2018.12,81981,1
BRITAIN,116518,2018.12,126860,1
GERMANY,-9034,2018.12,-10855,1
UNITED STATES,1431876,2018.12,1478208,1
CANADA,743589,2018.12,741615,1
ITALY,-63415,2019.1,-65915,1
BERMUDA,0,2019.1,0,1
JAPAN,54943,2019.1,60226,1
MACAU,24323,2019.1,24691,1
CANADA,604655,2019.1,525758,1
UNITED STATES,1125577,2019.1,1012414,1
CHINA,563732,2019.1,515196,1
GERMANY,-6263,2019.1,-6388,1
BRAZIL,18615,2019.1,5409,1
BRITAIN,77908,2019.1,82385,1
BRITISH VIRGIN,-22691,2019.1,-23807,1
FRANCE,-71287,2019.1,-72910,1
SWITZERLAND,76719,2019.1,62517,1
BRITAIN,110187,2019.1,116518,1
BERMUDA,0,2019.1,0,1
CHINA,797296,2019.1,728651,1
BRAZIL,26328,2019.1,7650,1
SWITZERLAND,108505,2019.1,88419,1
JAPAN,77708,2019.1,85179,1
UNITED STATES,1591924,2019.1,1431876,1
MACAU,34400,2019.1,34921,1
GERMANY,-8857,2019.1,-9034,1
CANADA,855174,2019.1,743589,1
ITALY,-89689,2019.1,-93225,1
BRITISH VIRGIN,-32092,2019.1,-33670,1
FRANCE,-100822,2019.1,-103118,1
BERMUDA,0,2019.1,0,1
BRITISH VIRGIN,-24547,2019.1,-22691,1
GERMANY,-4344,2019.1,-6263,1
CANADA,369027,2019.1,604655,1
JAPAN,50392,2019.1,54943,1
UNITED STATES,1047829,2019.1,1125577,1
FRANCE,-54719,2019.1,-71287,1
BRAZIL,-9202,2019.1,18615,1
SWITZERLAND,53685,2019.1,76719,1
CHINA,327000,2019.1,563732,1
MACAU,21323,2019.1,24323,1
BRITAIN,69401,2019.1,77908,1
ITALY,-45204,2019.1,-63415,1
CANADA,521922,2019.1,855174,1
JAPAN,71270,2019.1,77708,1
MACAU,30157,2019.1,34400,1
ITALY,-63932,2019.1,-89689,1
BRITAIN,98155,2019.1,110187,1
BRITISH VIRGIN,-34717,2019.1,-32092,1
BERMUDA,0,2019.1,0,1
GERMANY,-6143,2019.1,-8857,1
FRANCE,-77390,2019.1,-100822,1
SWITZERLAND,75928,2019.1,108505,1
CHINA,462483,2019.1,797296,1
UNITED STATES,1481965,2019.1,1591924,1
BRAZIL,-13014,2019.1,26328,1
BRITISH VIRGIN,-15914,2019.1,-24547,1
ITALY,-102378,2019.1,-45204,1
BRITAIN,112424,2019.1,69401,1
CANADA,823523,2019.1,369027,1
FRANCE,-106023,2019.1,-54719,1
BRAZIL,-33308,2019.1,-9202,1
JAPAN,34730,2019.1,50392,1
BERMUDA,0,2019.1,0,1
MACAU,21503,2019.1,21323,1
SWITZERLAND,83726,2019.1,53685,1
CHINA,748337,2019.1,327000,1
UNITED STATES,1619688,2019.1,1047829,1
GERMANY,-5132,2019.1,-4344,1
UNITED STATES,2290756,2019.1,1481965,1
BRITISH VIRGIN,-22508,2019.1,-34717,1
BRAZIL,-47108,2019.1,-13014,1
ITALY,-144795,2019.1,-63932,1
SWITZERLAND,118415,2019.1,75928,1
FRANCE,-149950,2019.1,-77390,1
JAPAN,49120,2019.1,71270,1
CANADA,1164723,2019.1,521922,1
MACAU,30411,2019.1,30157,1
GERMANY,-7258,2019.1,-6143,1
BRITAIN,159003,2019.1,98155,1
CHINA,1058388,2019.1,462483,1
BERMUDA,0,2019.1,0,1
FRANCE,42982,2019.1,-106023,1
UNITED STATES,944325,2019.1,1619688,1
GERMANY,151792,2019.1,-5132,1
BRITISH VIRGIN,500,2019.1,-15914,1
JAPAN,-30453,2019.1,34730,1
BRITAIN,119449,2019.1,112424,1
MACAU,-10050,2019.1,21503,1
SWITZERLAND,30595,2019.1,83726,1
ITALY,4110,2019.1,-102378,1
CHINA,271963,2019.1,748337,1
BRAZIL,216271,2019.1,-33308,1
CANADA,481268,2019.1,823523,1
BERMUDA,60237,2019.1,0,1
BRITISH VIRGIN,707,2019.1,-22508,1
FRANCE,60790,2019.1,-149950,1
ITALY,5813,2019.1,-144795,1
BRAZIL,305876,2019.1,-47108,1
CANADA,680667,2019.1,1164723,1
GERMANY,214682,2019.1,-7258,1
UNITED STATES,1335576,2019.1,2290756,1
MACAU,-14214,2019.1,30411,1
BERMUDA,85194,2019.1,0,1
CHINA,384643,2019.1,1058388,1
BRITAIN,168938,2019.1,159003,1
JAPAN,-43070,2019.1,49120,1
SWITZERLAND,43271,2019.1,118415,1
BERMUDA,0,2019.1,60237,1
SWITZERLAND,79260,2019.1,30595,1
BRITISH VIRGIN,-8105,2019.1,500,1
CHINA,614120,2019.1,271963,1
BRAZIL,-40507,2019.1,216271,1
CANADA,868594,2019.1,481268,1
JAPAN,53518,2019.1,-30453,1
BRITAIN,125768,2019.1,119449,1
UNITED STATES,2497093,2019.1,944325,1
ITALY,-109012,2019.1,4110,1
TAIWAN,-15193,2019.1,3608,1
FRANCE,-90184,2019.1,42982,1
MACAU,12986,2019.1,-10050,1
GERMANY,-4033,2019.1,151792,1
JAPAN,75691,2019.1,-43070,1
CANADA,1228468,2019.1,680667,1
UNITED STATES,3531685,2019.1,1335576,1
BRITISH VIRGIN,-11464,2019.1,707,1
BRAZIL,-57290,2019.1,305876,1
FRANCE,-127549,2019.1,60790,1
TAIWAN,-21487,2019.1,5103,1
GERMANY,-5704,2019.1,214682,1
MACAU,18366,2019.1,-14214,1
SWITZERLAND,112099,2019.1,43271,1
CHINA,868562,2019.1,384643,1
BERMUDA,0,2019.1,85194,1
BRITAIN,177876,2019.1,168938,1
ITALY,-154178,2019.1,5813,1
CHINA,693684,2019.1,614120,1
JAPAN,51441,2019.1,53518,1
BRITISH VIRGIN,-7612,2019.1,-8105,1
CANADA,768973,2019.1,868594,1
FRANCE,-105529,2019.1,-90184,1
UNITED STATES,2267008,2019.1,2497093,1
BRITAIN,163188,2019.1,125768,1
NETHERLANDS,81671,2019.1,-7995,1
SWITZERLAND,96944,2019.1,79260,1
BERMUDA,0,2019.1,0,1
TAIWAN,-16600,2019.1,-15193,1
BRAZIL,-33953,2019.1,-40507,1
ITALY,-118733,2019.1,-109012,1
GERMANY,-5041,2019.1,-4033,1
UNITED STATES,3206272,2019.1,3531685,1
BRITAIN,230799,2019.1,177876,1
TAIWAN,-23478,2019.1,-21487,1
JAPAN,72754,2019.1,75691,1
SWITZERLAND,137109,2019.1,112099,1
FRANCE,-149252,2019.1,-127549,1
GERMANY,-7130,2019.1,-5704,1
CHINA,981091,2019.1,868562,1
BRAZIL,-48021,2019.1,-57290,1
BERMUDA,0,2019.1,0,1
BRITISH VIRGIN,-10765,2019.1,-11464,1
CANADA,1087573,2019.1,1228468,1
ITALY,-167927,2019.1,-154178,1
NETHERLANDS,115508,2019.1,-11308,1
FRANCE,-180901,2019.1,-105529,1
CANADA,667221,2019.1,768973,1
CHINA,549874,2019.1,693684,1
TAIWAN,-66845,2019.1,-16600,1
BRAZIL,-40429,2019.1,-33953,1
LUXEMBOURG,20728,2019.1,-134139,1
SWITZERLAND,23076,2019.1,96944,1
NETHERLANDS,41155,2019.1,81671,1
ITALY,-97108,2019.1,-118733,1
UNITED STATES,1665748,2019.1,2267008,1
GERMANY,-1009,2019.1,-5041,1
JAPAN,121485,2019.1,51441,1
BERMUDA,0,2019.1,0,1
BRITAIN,99603,2019.1,163188,1
BRITISH VIRGIN,44551,2019.1,-7612,1
TAIWAN,-94540,2019.1,-23478,1
JAPAN,171819,2019.1,72754,1
CHINA,777698,2019.1,981091,1
BRITAIN,140871,2019.1,230799,1
LUXEMBOURG,29317,2019.1,-189716,1
BRAZIL,-57180,2019.1,-48021,1
GERMANY,-1427,2019.1,-7130,1
ITALY,-137341,2019.1,-167927,1
NETHERLANDS,58207,2019.1,115508,1
UNITED STATES,2355899,2019.1,3206272,1
BERMUDA,0,2019.1,0,1
CANADA,943663,2019.1,1087573,1
BRITISH VIRGIN,63009,2019.1,-10765,1
FRANCE,-255851,2019.1,-149252,1
SWITZERLAND,32638,2019.1,137109,1
CANADA,355428,2019.1,667221,1
BERMUDA,0,2019.1,0,1
GERMANY,-1344,2019.1,-1009,1
SWITZERLAND,71215,2019.1,23076,1
LUXEMBOURG,46925,2019.1,20728,1
TAIWAN,-17202,2019.1,-66845,1
FRANCE,20746,2019.1,-180901,1
CHINA,486386,2019.1,549874,1
BRAZIL,-29285,2019.1,-40429,1
UNITED STATES,1530877,2019.1,1665748,1
BRITAIN,125976,2019.1,99603,1
JAPAN,25827,2019.1,121485,1
BRITISH VIRGIN,-7877,2019.1,44551,1
NETHERLANDS,12251,2019.1,41155,1
ITALY,-46287,2019.1,-97108,1
BRAZIL,-41419,2019.1,-57180,1
CANADA,502688,2019.1,943663,1
GERMANY,-1900,2019.1,-1427,1
LUXEMBOURG,66367,2019.1,29317,1
ITALY,-65465,2019.1,-137341,1
NETHERLANDS,17327,2019.1,58207,1
JAPAN,36527,2019.1,171819,1
TAIWAN,-24330,2019.1,-94540,1
SWITZERLAND,100721,2019.1,32638,1
BRITISH VIRGIN,-11140,2019.1,63009,1
BRITAIN,178170,2019.1,140871,1
FRANCE,29341,2019.1,-255851,1
BERMUDA,0,2019.1,0,1
UNITED STATES,2165148,2019.1,2355899,1
CHINA,687905,2019.1,777698,1
FRANCE,36849,2019.1,20746,1
BRAZIL,-17094,2019.1,-29285,1
ITALY,-29658,2019.1,-46287,1
TAIWAN,-17764,2019.1,-17202,1
NETHERLANDS,8790,2019.1,12251,1
SWITZERLAND,67704,2019.1,71215,1
LUXEMBOURG,36610,2019.1,46925,1
UNITED STATES,1740948,2019.1,1530877,1
BRITAIN,118749,2019.1,125976,1
GERMANY,-969,2019.1,-1344,1
BERMUDA,0,2019.1,0,1
BRITISH VIRGIN,-4583,2019.1,-7877,1
CANADA,318473,2019.1,355428,1
CHINA,369525,2019.1,486386,1
LUXEMBOURG,51778,2019.1,66367,1
ITALY,-41946,2019.1,-65465,1
BRITISH VIRGIN,-6482,2019.1,-11140,1
BERMUDA,0,2019.1,0,1
CANADA,450422,2019.1,502688,1
CHINA,522626,2019.1,687905,1
GERMANY,-1370,2019.1,-1900,1
UNITED STATES,2462256,2019.1,2165148,1
BRAZIL,-24176,2019.1,-41419,1
FRANCE,52116,2019.1,29341,1
SWITZERLAND,95755,2019.1,100721,1
TAIWAN,-25124,2019.1,-24330,1
NETHERLANDS,12431,2019.1,17327,1
BRITAIN,167950,2019.1,178170,1
NETHERLANDS,33301,2019.1,8790,1
ITALY,-61960,2019.1,-29658,1
FRANCE,14997,2019.1,36849,1
BERMUDA,0,2019.1,0,1
GERMANY,-1387,2019.1,-969,1
BRITAIN,112204,2019.1,118749,1
CHINA,503714,2019.1,369525,1
CANADA,559529,2019.1,318473,1
UNITED STATES,2084452,2019.1,1740948,1
BRAZIL,11591,2019.1,-17094,1
LUXEMBOURG,47394,2019.1,36610,1
SWITZERLAND,71274,2019.1,67704,1
BRITISH VIRGIN,-2438,2019.1,-4583,1
LUXEMBOURG,67030,2019.1,51778,1
ITALY,-87631,2019.1,-41946,1
BRITAIN,158692,2019.1,167950,1
CHINA,712412,2019.1,522626,1
UNITED STATES,2948080,2019.1,2462256,1
BERMUDA,0,2019.1,0,1
NETHERLANDS,47098,2019.1,12431,1
FRANCE,21211,2019.1,52116,1
BRAZIL,16394,2019.1,-24176,1
BRITISH VIRGIN,-3448,2019.1,-6482,1
GERMANY,-1962,2019.1,-1370,1
CANADA,791352,2019.1,450422,1
SWITZERLAND,100804,2019.1,95755,1
UNITED STATES,2638236,2019.1,2084452,1
SWITZERLAND,76836,2019.1,71274,1
LUXEMBOURG,47451,2019.1,47394,1
ITALY,-37873,2019.1,-61960,1
FRANCE,59396,2019.1,14997,1
CHINA,400105,2019.1,503714,1
CANADA,378373,2019.1,559529,1
BRITISH VIRGIN,-6019,2019.1,-2438,1
BRITAIN,65600,2019.1,112204,1
BRAZIL,62982,2019.1,11591,1
BERMUDA,0,2019.1,0,1
AUSTRALIA,-71284,2019.1,15206,1
BERMUDA,0,2019.1,0,1
UNITED STATES,3731307,2019.1,2948080,1
CHINA,565877,2019.1,712412,1
BRAZIL,89077,2019.1,16394,1
BRITISH VIRGIN,-8513,2019.1,-3448,1
CANADA,535140,2019.1,791352,1
SWITZERLAND,108670,2019.1,100804,1
AUSTRALIA,-100819,2019.1,21507,1
BRITAIN,92780,2019.1,158692,1
ITALY,-53565,2019.1,-87631,1
FRANCE,84005,2019.1,21211,1
LUXEMBOURG,67111,2019.1,67030,1
BRAZIL,3183,2019.1,62982,1
BRITAIN,31095,2019.1,65600,1
ITALY,-10580,2019.1,-37873,1
BERMUDA,-8423,2019.1,0,1
LUXEMBOURG,29328,2019.1,47451,1
UNITED STATES,2089183,2019.1,2638236,1
CANADA,95438,2019.1,378373,1
CHINA,172245,2019.1,400105,1
FRANCE,30324,2019.1,59396,1
SWITZERLAND,42595,2019.1,76836,1
BRITISH VIRGIN,-8758,2019.1,-6019,1
CANADA,134979,2019.1,535140,1
ITALY,-14963,2019.1,-53565,1
FRANCE,42888,2019.1,84005,1
BERMUDA,-11912,2019.1,0,1
BRAZIL,4502,2019.1,89077,1
LUXEMBOURG,41479,2019.1,67111,1
BRITAIN,43978,2019.1,92780,1
SWITZERLAND,60243,2019.1,108670,1
CHINA,243610,2019.1,565877,1
UNITED STATES,2954771,2019.1,3731307,1
BRITISH VIRGIN,-12387,2019.1,-8513,1
UNITED STATES,2087747,2019.1,2089183,1
CANADA,176530,2019.1,95438,1
SWITZERLAND,44010,2019.1,42595,1
LUXEMBOURG,38179,2019.1,29328,1
BRITISH VIRGIN,-6894,2019.1,-8758,1
CHINA,245437,2019.1,172245,1
BRAZIL,17903,2019.1,3183,1
CZECH,9603,2019.1,,1
ITALY,-23787,2019.1,-10580,1
BERMUDA,-19919,2019.1,-8423,1
BRITAIN,46271,2019.1,31095,1
FRANCE,42110,2019.1,30324,1
FRANCE,59558,2019.1,42888,1
CZECH,13582,2019.1,,1
UNITED STATES,2952740,2019.1,2954771,1
SWITZERLAND,62244,2019.1,60243,1
ITALY,-33643,2019.1,-14963,1
BRITAIN,65442,2019.1,43978,1
CANADA,249670,2019.1,134979,1
LUXEMBOURG,53998,2019.1,41479,1
BRAZIL,25321,2019.1,4502,1
BRITISH VIRGIN,-9750,2019.1,-12387,1
BERMUDA,-28172,2019.1,-11912,1
CHINA,347126,2019.1,243610,1
BRAZIL,17198,2019.1,17903,1
ITALY,-28174,2019.1,-23787,1
CANADA,192998,2019.1,176530,1
BRITAIN,48071,2019.1,46271,1
BERMUDA,-20119,2019.1,-19919,1
CZECH,7512,2019.1,9603,1
CHINA,259395,2019.1,245437,1
BRITISH VIRGIN,-7741,2019.1,-6894,1
UNITED STATES,2227146,2019.1,2087747,1
LUXEMBOURG,38019,2019.1,38179,1
SWITZERLAND,41097,2019.1,44010,1
FRANCE,46302,2019.1,42110,1
NETHERLANDS,29151,2019.1,33301,1
BRAZIL,24324,2019.1,25321,1
CZECH,10624,2019.1,13582,1
ITALY,-39846,2019.1,-33643,1
BRITISH VIRGIN,-10948,2019.1,-9750,1
CANADA,272960,2019.1,249670,1
CHINA,366867,2019.1,347126,1
NETHERLANDS,41229,2019.1,47098,1
BERMUDA,-28455,2019.1,-28172,1
BRITAIN,67988,2019.1,65442,1
FRANCE,65486,2019.1,59558,1
LUXEMBOURG,53771,2019.1,53998,1
SWITZERLAND,58125,2019.1,62244,1
UNITED STATES,3149895,2019.1,2952740,1
LUXEMBOURG,54024,2019.1,38019,1
SWITZERLAND,35788,2019.1,41097,1
CHINA,412677,2019.1,259395,1
UNITED STATES,2448630,2019.1,2227146,1
NETHERLANDS,92200,2019.1,29151,1
BERMUDA,-30549,2019.1,-20119,1
BRITISH VIRGIN,-4617,2019.1,-7741,1
CANADA,346440,2019.1,192998,1
CZECH,9228,2019.1,7512,1
ITALY,-39018,2019.1,-28174,1
BRAZIL,-22671,2019.1,17198,1
FRANCE,57820,2019.1,46302,1
BRITAIN,152465,2019.1,48071,1
CANADA,489977,2019.1,272960,1
BERMUDA,-43206,2019.1,-28455,1
BRITAIN,215634,2019.1,67988,1
ITALY,-55184,2019.1,-39846,1
SWITZERLAND,50616,2019.1,58125,1
UNITED STATES,3463143,2019.1,3149895,1
CHINA,583658,2019.1,366867,1
FRANCE,81776,2019.1,65486,1
NETHERLANDS,130400,2019.1,41229,1
BRITISH VIRGIN,-6529,2019.1,-10948,1
BRAZIL,-32064,2019.1,24324,1
LUXEMBOURG,76407,2019.1,53771,1
CZECH,13051,2019.1,10624,1
CZECH,4079,2019.1,9228,1
LUXEMBOURG,62670,2019.1,54024,1
FRANCE,49429,2019.1,57820,1
BRITISH VIRGIN,-5722,2019.1,-4617,1
SWITZERLAND,38900,2019.1,35788,1
NETHERLANDS,78525,2019.1,92200,1
CANADA,339693,2019.1,346440,1
UNITED STATES,2391512,2019.1,2448630,1
ITALY,-34167,2019.1,-39018,1
BRITAIN,142571,2019.1,152465,1
BERMUDA,-26700,2019.1,-30549,1
BRAZIL,-20466,2019.1,-22671,1
CHINA,286552,2019.1,412677,1
BRITAIN,201641,2019.1,215634,1
UNITED STATES,3382360,2019.1,3463143,1
BERMUDA,-37763,2019.1,-43206,1
FRANCE,69908,2019.1,81776,1
CANADA,480434,2019.1,489977,1
SWITZERLAND,55018,2019.1,50616,1
ITALY,-48323,2019.1,-55184,1
CZECH,5768,2019.1,13051,1
CHINA,405276,2019.1,583658,1
NETHERLANDS,111060,2019.1,130400,1
BRITISH VIRGIN,-8093,2019.1,-6529,1
BRAZIL,-28946,2019.1,-32064,1
LUXEMBOURG,88635,2019.1,76407,1
BRITAIN,171855,2019.1,142571,1
ITALY,-35008,2019.1,-34167,1
LUXEMBOURG,50418,2019.1,62670,1
FRANCE,51493,2019.1,49429,1
SWEDEN,51461,2019.1,43038,1
CANADA,282431,2019.1,339693,1
BRAZIL,-11531,2019.1,-20466,1
BERMUDA,-23423,2019.1,-26700,1
CHINA,222767,2019.1,286552,1
SWITZERLAND,34440,2019.1,38900,1
BRITISH VIRGIN,-5313,2019.1,-5722,1
NETHERLANDS,70601,2019.1,78525,1
UNITED STATES,2209042,2019.1,2391512,1
UNITED STATES,3124290,2019.1,3382360,1
BRITISH VIRGIN,-7514,2019.1,-8093,1
BRITAIN,243057,2019.1,201641,1
ITALY,-49513,2019.1,-48323,1
CHINA,315063,2019.1,405276,1
BRAZIL,-16308,2019.1,-28946,1
LUXEMBOURG,71307,2019.1,88635,1
NETHERLANDS,99852,2019.1,111060,1
FRANCE,72827,2019.1,69908,1
SWITZERLAND,48709,2019.1,55018,1
CANADA,399448,2019.1,480434,1
SWEDEN,72783,2019.1,60869,1
